id,Tweet,author,language,url,Fecha,
1.02599637548449E+018,@lopezobrador_ Mmm y esa empresa de quien es?,ESTEBANOP,,https://twitter.com/ESTEBANOP/status/1025996375484493825,Sun Aug 05 06:46:12 +0000 2018,
1.02599637279164E+018,Vision de Estado es lo que hace a el jefe de Estado y aqui lo podemos constatar.,koxalok,,https://twitter.com/koxalok/status/1025996372791635968,Sun Aug 05 06:46:12 +0000 2018,
1.02599644474505E+018,@lopezobrador_ @GarciaPosti Chupalo,DenilsonTirado,,https://twitter.com/DenilsonTirado/status/1025996444745052161,Sun Aug 05 06:46:29 +0000 2018,
1.02599643746375E+018,"RT @moushes: #Mexico es pro vida como #ArgentinaEsProvida, escuchen bien @lopezobrador_ y @M_OlgaSCordero, defenderemos la vida desde la co…",Nydia_Teyssier,,https://twitter.com/Nydia_Teyssier/status/1025996437463752704,Sun Aug 05 06:46:27 +0000 2018,
1.02599644542027E+018,"RT @luisantgarcia: El único artículo que debiera tener la #ConstitucionMoral de @lopezobrador_:

1. Es inmoral (e ilegal) que un Estado lai…",JURIDICOS66,,https://twitter.com/JURIDICOS66/status/1025996445420269568,Sun Aug 05 06:46:29 +0000 2018,
1.02599644561729E+018,RT @epigmenioibarra: No se trata de que @lopezobrador_ resuelva solo los problemas del país querido Lorenzo Meyer. En efecto no es un mago…,ElGranPantaleon,,https://twitter.com/ElGranPantaleon/status/1025996445617291264,Sun Aug 05 06:46:29 +0000 2018,
1.02599647082092E+018,RT @elpolitico_mx: Hahahaha no termino de divertirme estos dias viendo las declaraciones de los pejezombies a punto del llanto y arrepentim…,PakoBoss1971,,https://twitter.com/PakoBoss1971/status/1025996470820921345,Sun Aug 05 06:46:35 +0000 2018,
1.02599657526335E+018,RT @FEMINICIDI2: POBRECITO DE @lopezobrador_ SE LO QUIEREN TRAGAR VIVO LOS CHAIROS JAJJAJAJA #SeLosDijimos ahora nos va a tocar defenderlo…,gcruzjulio19,,https://twitter.com/gcruzjulio19/status/1025996575263350784,Sun Aug 05 06:47:00 +0000 2018,
1.02599655759274E+018,"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…",ricardo78656958,,https://twitter.com/ricardo78656958/status/1025996557592743941,Sun Aug 05 06:46:56 +0000 2018,
1.02599660747547E+018,https://t.co/JBxzSme78f No a Deschamps en Pemex..@lopezobrador_,chochox20,,https://twitter.com/chochox20/status/1025996607475470338,Sun Aug 05 06:47:07 +0000 2018,
